dataset_source,scale,engine,approach,schema,collection,repeat,n_queries,mean_latency_ms,p95_latency_ms,throughput_qps,cpu_percent,storage_mb,ciphertext_expansion_factor,recovery_accuracy,recovery_accuracy_filtered,linkage_recovery_accuracy,n_unique_tokens,decoy_target_ratio
excel,1000,couchbase,C,multi,billing,0,5000,5.421097959981125,6.863150001663599,181.0638933414448,37.5,20.722250938415527,0.9755070187679842,1.0,1.0,,4,0.75
excel,1000,couchbase,C,multi,billing,1,5000,5.37128465998685,6.739974996526144,182.76852364287032,37.2,20.722250938415527,0.9755070187679842,1.0,1.0,,4,0.75
excel,1000,couchbase,C,multi,billing,2,5000,5.51157679996395,6.9565500005410295,177.9568881428952,41.1,20.722250938415527,0.9755070187679842,1.0,1.0,,4,0.75
excel,1000,couchbase,C,multi,patients,0,5000,8.56906165998662,10.261419996822951,114.73582542024252,43.4,20.806883811950684,0.980565233573017,0.018,0.8814,,5,1.0
excel,1000,couchbase,C,multi,patients,1,5000,8.34551817997999,10.060664997581624,117.80829680245144,37.5,20.806883811950684,0.980565233573017,0.018,0.8814,,5,1.0
excel,1000,couchbase,C,multi,patients,2,5000,8.300955940014683,9.79515000326501,118.48772140062724,36.7,20.806883811950684,0.980565233573017,0.018,0.8814,,5,1.0
excel,1000,couchbase,C,multi,lab_orders,0,5000,3.07566790003184,3.7667149998014793,318.8967377028456,31.9,21.08138942718506,0.993031666142421,0.0,0.3352,,97,1.0
excel,1000,couchbase,C,multi,lab_orders,1,5000,3.054630940052448,3.7216499982605455,321.17468123713024,31.2,21.08138942718506,0.993031666142421,0.0,0.3352,,97,1.0
excel,1000,couchbase,C,multi,lab_orders,2,5000,3.1696362001355736,4.160504999890691,309.3099454103024,35.4,21.08138942718506,0.993031666142421,0.0,0.3352,,97,1.0
excel,1000,couchbase,C,multi,billing,0,5000,5.566496540002118,6.865625005957555,176.49184532844964,36.1,21.76172924041748,1.0244408137728558,0.3124,0.3124,,4,1.0
excel,1000,couchbase,C,multi,billing,1,5000,5.498652119886538,6.554150000374648,178.71806227353537,34.3,21.76172924041748,1.0244408137728558,0.3124,0.3124,,4,1.0
excel,1000,couchbase,C,multi,billing,2,5000,5.4973426800046585,6.514464996507741,178.7385650885738,33.8,21.76172924041748,1.0244408137728558,0.3124,0.3124,,4,1.0
excel,1000,couchbase,C,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,1000,couchbase,D,multi,patients,0,5000,7.987150340009248,9.464615006072563,122.9973434172685,35.7,21.88408470153809,1.0313304395235907,0.8814,0.8814,,5,0.5
excel,1000,couchbase,D,multi,patients,1,5000,8.002798019973852,9.674195000479813,122.73025158015092,37.1,21.88408470153809,1.0313304395235907,0.8814,0.8814,,5,0.5
excel,1000,couchbase,D,multi,patients,2,5000,8.073536200018134,9.700954995059874,121.6257575876916,38.3,21.88408470153809,1.0313304395235907,0.8814,0.8814,,5,0.5
excel,1000,couchbase,D,multi,lab_orders,0,5000,2.6762674999379668,3.427424999244977,366.33101196938577,32.9,21.78791618347168,1.0263123682703732,0.3984,0.3984,,97,0.5
excel,1000,couchbase,D,multi,lab_orders,1,5000,2.664319639968744,3.449069996349863,367.9978798611047,32.6,21.78791618347168,1.0263123682703732,0.3984,0.3984,,97,0.5
excel,1000,couchbase,D,multi,lab_orders,2,5000,2.6577726800678647,3.4268550018168757,368.943618936327,32.4,21.78791618347168,1.0263123682703732,0.3984,0.3984,,97,0.5
excel,1000,couchbase,D,multi,billing,0,5000,4.923026400009985,6.086114995196112,199.6407193743343,32.7,20.44994163513184,0.9626879655956954,1.0,1.0,,4,0.5
excel,1000,couchbase,D,multi,billing,1,5000,4.879729580083222,6.0529799964569975,201.49828888659107,32.9,20.44994163513184,0.9626879655956954,1.0,1.0,,4,0.5
excel,1000,couchbase,D,multi,billing,2,5000,5.027300360011577,6.221429998549866,195.27829883669207,37.8,20.44994163513184,0.9626879655956954,1.0,1.0,,4,0.5
excel,1000,couchbase,D,multi,patients,0,5000,8.28088416003302,9.840280000207713,118.6384314254842,38.6,20.4561710357666,0.9640372057143493,0.9158,0.9158,,5,0.75
excel,1000,couchbase,D,multi,patients,1,5000,8.144047539980965,9.728460003680086,120.62855768145296,36.5,20.4561710357666,0.9640372057143493,0.9158,0.9158,,5,0.75
excel,1000,couchbase,D,multi,patients,2,5000,8.163974059988686,9.561869997196482,120.35723384635648,35.8,20.4561710357666,0.9640372057143493,0.9158,0.9158,,5,0.75
excel,1000,couchbase,D,multi,lab_orders,0,5000,2.891024139955698,3.577135003797593,339.2351036794768,31.9,20.55279922485352,0.9681326047621986,0.3288,0.3288,,97,0.75
excel,1000,couchbase,D,multi,lab_orders,1,5000,2.85679994001257,3.5639649981021653,343.39980324153214,33.3,20.55279922485352,0.9681326047621986,0.3288,0.3288,,97,0.75
excel,1000,couchbase,D,multi,lab_orders,2,5000,2.915140399997472,3.813220003576135,336.38168697183573,33.8,20.55279922485352,0.9681326047621986,0.3288,0.3288,,97,0.75
excel,1000,couchbase,D,multi,billing,0,5000,5.171471999977075,6.222104997141287,190.06045982873977,33.6,21.43288803100586,1.0089605018707106,1.0,1.0,,4,0.75
excel,1000,couchbase,D,multi,billing,1,5000,5.099144300012267,6.168914999216213,192.80087620745567,33.0,21.43288803100586,1.0089605018707106,1.0,1.0,,4,0.75
excel,1000,couchbase,D,multi,billing,2,5000,5.09368176003336,6.113269997513271,192.97994834896977,33.0,21.43288803100586,1.0089605018707106,1.0,1.0,,4,0.75
excel,1000,couchbase,D,multi,patients,0,5000,8.32441445995355,9.72117000128492,118.1758562958077,36.9,21.50205993652344,1.013326772740864,0.018,0.018,,5,1.0
excel,1000,couchbase,D,multi,patients,1,5000,8.27584671999357,9.656095001264475,118.8183703181379,36.0,21.50205993652344,1.013326772740864,0.018,0.018,,5,1.0
excel,1000,couchbase,D,multi,patients,2,5000,8.370411300007254,9.92806999856839,117.48415280933705,37.0,21.50205993652344,1.013326772740864,0.018,0.018,,5,1.0
excel,1000,couchbase,D,multi,lab_orders,0,5000,3.105130720003217,3.716044999237056,315.98913224899394,32.2,20.109149932861328,0.947234656022549,0.0,0.0,,97,1.0
excel,1000,couchbase,D,multi,lab_orders,1,5000,3.120918819999497,3.923745001884527,314.4125815590168,33.3,20.109149932861328,0.947234656022549,0.0,0.0,,97,1.0
excel,1000,couchbase,D,multi,lab_orders,2,5000,3.100479800069297,3.779225000107545,316.57180993379365,31.8,20.109149932861328,0.947234656022549,0.0,0.0,,97,1.0
excel,1000,couchbase,D,multi,billing,0,5000,5.578731759960647,6.653469999946537,176.15460935044226,34.5,22.4919376373291,1.0588156226904564,0.3124,0.3124,,4,1.0
excel,1000,couchbase,D,multi,billing,1,5000,5.535850340046454,6.596405002346728,177.5519046093994,34.3,22.4919376373291,1.0588156226904564,0.3124,0.3124,,4,1.0
excel,1000,couchbase,D,multi,billing,2,5000,5.531117820017971,6.550879995847937,177.66111459339166,33.5,22.4919376373291,1.0588156226904564,0.3124,0.3124,,4,1.0
excel,1000,couchbase,D,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0,
excel,1000,cassandra,A,single,lab_orders,0,5000,6.071820700007083,12.359634996391833,164.4503587663936,29.1,0.0368881225585937,1.0,1.0,,,5000,
excel,1000,cassandra,A,single,lab_orders,1,5000,2.7701750599604567,9.845680002763403,359.88205830030586,34.9,0.0368881225585937,1.0,1.0,,,5000,
excel,1000,cassandra,A,single,lab_orders,2,5000,1.6953613000485348,2.466734996414744,587.3167445482233,35.1,0.0368881225585937,1.0,1.0,,,5000,
excel,1000,cassandra,B,single,lab_orders,0,5000,1.6820502800765098,2.386315002513584,580.9131098982656,31.5,0.1862955093383789,5.050284384694932,0.7236,,,97,
excel,1000,cassandra,B,single,lab_orders,1,5000,1.6618986200221115,2.384130000064033,587.5410417981041,31.9,0.1862955093383789,5.050284384694932,0.7236,,,97,
excel,1000,cassandra,B,single,lab_orders,2,5000,1.6968277200459851,2.5240250030037714,575.1498699648555,35.3,0.1862955093383789,5.050284384694932,0.7236,,,97,
excel,1000,cassandra,C,single,lab_orders,0,5000,1.93023526006582,2.490520002902485,507.27171466587856,31.7,1.0371507453918458,28.116116339193383,0.3984,0.4048,,97,0.5
excel,1000,cassandra,C,single,lab_orders,1,5000,2.073976540016884,2.826605000154814,472.9019252101791,31.7,1.0371507453918458,28.116116339193383,0.3984,0.4048,,97,0.5
excel,1000,cassandra,C,single,lab_orders,2,5000,1.943109420061228,2.5258600020606536,504.1503624020326,31.3,1.0371507453918458,28.116116339193383,0.3984,0.4048,,97,0.5
excel,1000,cassandra,C,single,lab_orders,0,5000,2.1697893200296674,2.677924996532965,452.3930015453079,30.3,1.4945958709716796,40.51699482936918,0.3288,0.4188,,97,0.75
excel,1000,cassandra,C,single,lab_orders,1,5000,2.111772380034381,2.6514049986872124,464.4713293043347,30.6,1.4945958709716796,40.51699482936918,0.3288,0.4188,,97,0.75
excel,1000,cassandra,C,single,lab_orders,2,5000,2.116607679985464,2.6994299991201847,463.3335869314234,31.2,1.4945958709716796,40.51699482936918,0.3288,0.4188,,97,0.75
excel,1000,cassandra,C,single,lab_orders,0,5000,2.37154060001194,2.951609999217908,414.4219913924956,29.7,1.960594873428345,53.14976034126164,0.0,0.3352,,97,1.0
excel,1000,cassandra,C,single,lab_orders,1,5000,2.309486480048508,2.793870003370104,425.30675568735927,30.5,1.960594873428345,53.14976034126164,0.0,0.3352,,97,1.0
excel,1000,cassandra,C,single,lab_orders,2,5000,2.4220749599902773,3.232955000567018,405.3087633647204,35.1,1.960594873428345,53.14976034126164,0.0,0.3352,,97,1.0
excel,1000,cassandra,D,single,lab_orders,0,5000,2.208866479957942,3.1498200023634126,444.5668406112672,30.1,1.027188377380371,27.84604653567735,0.3984,0.3984,,97,0.5
excel,1000,cassandra,D,single,lab_orders,1,5000,1.9790962000246508,2.7506700040248693,495.2834699965094,31.9,1.027188377380371,27.84604653567735,0.3984,0.3984,,97,0.5
excel,1000,cassandra,D,single,lab_orders,2,5000,1.9326258599874564,2.500330004477292,507.0586416562946,30.6,1.027188377380371,27.84604653567735,0.3984,0.3984,,97,0.5
excel,1000,cassandra,D,single,lab_orders,0,5000,2.2854631999871344,2.936365004643449,429.6466204666972,31.4,1.4810239219665529,40.14907290589452,0.3288,0.3288,,97,0.75
excel,1000,cassandra,D,single,lab_orders,1,5000,2.186154759999772,2.758639998864965,448.7789671229776,32.2,1.4810239219665529,40.14907290589452,0.3288,0.3288,,97,0.75
excel,1000,cassandra,D,single,lab_orders,2,5000,2.102153220048058,2.574545002062223,466.7455335928577,30.4,1.4810239219665529,40.14907290589452,0.3288,0.3288,,97,0.75
excel,1000,cassandra,D,single,lab_orders,0,5000,2.34313299995265,2.8267100016819318,419.5130029606264,29.6,1.970733423233032,53.424606256463285,0.0,0.0,,97,1.0
excel,1000,cassandra,D,single,lab_orders,1,5000,2.3345778400136625,2.922320002107881,420.6978884911632,32.6,1.970733423233032,53.424606256463285,0.0,0.0,,97,1.0
excel,1000,cassandra,D,single,lab_orders,2,5000,2.302344840037404,2.8557050038216403,426.6540113120655,29.9,1.970733423233032,53.424606256463285,0.0,0.0,,97,1.0
excel,1000,cassandra,A,multi,patients,0,5000,6.649762400047621,8.295170006022092,150.1877250443052,27.4,0.0199730205535888,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,patients,1,5000,6.714310519951686,8.319694997771876,148.5725642770869,28.5,0.0199730205535888,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,patients,2,5000,6.701824399942415,8.215309996739961,148.84046003334998,28.0,0.0199730205535888,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,lab_orders,0,5000,1.6618349600437796,2.35350499933702,596.0678287516326,31.5,0.0368881225585937,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,lab_orders,1,5000,1.6281334399667684,2.348130002428661,610.6757230687653,31.4,0.0368881225585937,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,lab_orders,2,5000,1.8386972400345256,2.966105000814423,541.5515264938856,33.0,0.0368881225585937,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,billing,0,5000,3.867724459939928,5.271660004655133,258.00476156052474,28.8,0.0239038467407226,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,billing,1,5000,3.757373220055888,4.845025002941839,265.2560336649348,29.0,0.0239038467407226,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,billing,2,5000,3.749167260011018,4.882075000932673,265.8980482960424,29.1,0.0239038467407226,1.0,1.0,,,5000,
excel,1000,cassandra,A,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,1000,cassandra,B,multi,patients,0,5000,6.821467119996669,8.387964999928956,145.38819641443425,28.7,0.147043285369873,7.362095531587057,1.0,,,5,
excel,1000,cassandra,B,multi,patients,1,5000,6.919149120002112,8.479470005477197,143.24992022267898,28.2,0.147043285369873,7.362095531587057,1.0,,,5,
excel,1000,cassandra,B,multi,patients,2,5000,6.953306020023592,8.53367500130844,142.5192805427178,29.2,0.147043285369873,7.362095531587057,1.0,,,5,
excel,1000,cassandra,B,multi,lab_orders,0,5000,1.6986112000304274,2.412324996839743,572.6544642932923,30.4,0.1862955093383789,5.050284384694932,0.7236,,,97,
excel,1000,cassandra,B,multi,lab_orders,1,5000,1.694131060045038,2.469619996554684,576.1595989744773,34.2,0.1862955093383789,5.050284384694932,0.7236,,,97,
excel,1000,cassandra,B,multi,lab_orders,2,5000,1.6899922199780122,2.4243500007287366,577.6286859093536,34.5,0.1862955093383789,5.050284384694932,0.7236,,,97,
excel,1000,cassandra,B,multi,billing,0,5000,4.202205400090316,5.696054999862099,234.98018522540085,32.7,0.1856803894042968,7.767803710353082,1.0,,,4,
excel,1000,cassandra,B,multi,billing,1,5000,4.006409959982557,5.363869995562709,246.49229144662849,29.3,0.1856803894042968,7.767803710353082,1.0,,,4,
excel,1000,cassandra,B,multi,billing,2,5000,3.979510699989624,5.26072500324517,248.00639439848328,31.0,0.1856803894042968,7.767803710353082,1.0,,,4,
excel,1000,cassandra,B,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,1000,cassandra,C,multi,patients,0,5000,7.953568260050088,9.035244996994152,124.75454512056945,28.1,0.4008981227874756,20.071982688439174,0.8814,0.8814,,5,0.5
excel,1000,cassandra,C,multi,patients,1,5000,7.985681400031899,9.017554999809365,124.3343709716245,27.5,0.4008981227874756,20.071982688439174,0.8814,0.8814,,5,0.5
excel,1000,cassandra,C,multi,patients,2,5000,8.0465724799491,9.260605003146338,123.38096322989044,28.6,0.4008981227874756,20.071982688439174,0.8814,0.8814,,5,0.5
excel,1000,cassandra,C,multi,lab_orders,0,5000,1.995578260043112,2.6001200003520357,491.24709677863217,29.8,1.0371507453918458,28.116116339193383,0.3984,0.4048,,97,0.5
excel,1000,cassandra,C,multi,lab_orders,1,5000,1.9262242000477272,2.494809999188874,508.5269700633368,30.9,1.0371507453918458,28.116116339193383,0.3984,0.4048,,97,0.5
excel,1000,cassandra,C,multi,lab_orders,2,5000,1.9247755800461164,2.483429998756037,509.0308589983008,31.9,1.0371507453918458,28.116116339193383,0.3984,0.4048,,97,0.5
excel,1000,cassandra,C,multi,billing,0,5000,4.077108319915714,5.269360003148904,242.5388712926156,28.9,0.2301668167114257,9.6288609615001,1.0,1.0,,4,0.5
excel,1000,cassandra,C,multi,billing,1,5000,4.104077039952972,5.2689700005430495,240.81380231050025,30.7,0.2301668167114257,9.6288609615001,1.0,1.0,,4,0.5
excel,1000,cassandra,C,multi,billing,2,5000,4.116585019898776,5.31141499595833,240.0836993237522,29.9,0.2301668167114257,9.6288609615001,1.0,1.0,,4,0.5
excel,1000,cassandra,C,multi,patients,0,5000,8.273487620016386,9.340605001125368,120.00561184642352,28.5,0.5280429172515869,26.437809736129527,0.9158,0.8814,,5,0.75
excel,1000,cassandra,C,multi,patients,1,5000,8.327386340078373,9.199029999581398,119.24934180206736,27.9,0.5280429172515869,26.437809736129527,0.9158,0.8814,,5,0.75
excel,1000,cassandra,C,multi,patients,2,5000,8.384831339979428,9.61987499977113,118.40437768075984,29.8,0.5280429172515869,26.437809736129527,0.9158,0.8814,,5,0.75
excel,1000,cassandra,C,multi,lab_orders,0,5000,2.139121000064188,2.6832150004338478,458.7360837360605,30.5,1.4945958709716796,40.51699482936918,0.3288,0.4188,,97,0.75
excel,1000,cassandra,C,multi,lab_orders,1,5000,2.2411310999741545,2.9697250061872182,436.8994473037378,39.5,1.4945958709716796,40.51699482936918,0.3288,0.4188,,97,0.75
excel,1000,cassandra,C,multi,lab_orders,2,5000,2.437665720026416,3.416385000309675,402.4825639723457,35.8,1.4945958709716796,40.51699482936918,0.3288,0.4188,,97,0.75
excel,1000,cassandra,C,multi,billing,0,5000,4.369034379988444,5.300735001583235,226.49954328406048,28.9,0.2632593631744385,11.01326351486136,1.0,1.0,,4,0.75
excel,1000,cassandra,C,multi,billing,1,5000,4.372047200024826,5.320624994419632,226.2762488425108,29.0,0.2632593631744385,11.01326351486136,1.0,1.0,,4,0.75
excel,1000,cassandra,C,multi,billing,2,5000,4.361306380013412,5.353470003319671,226.83408171186383,28.8,0.2632593631744385,11.01326351486136,1.0,1.0,,4,0.75
excel,1000,cassandra,C,multi,patients,0,5000,8.252939020015765,9.341800002584932,120.31379049323162,28.1,0.6611300468444824,33.101154883941014,0.018,0.8814,,5,1.0
excel,1000,cassandra,C,multi,patients,1,5000,8.517266819954965,9.922149997510132,116.5680658584944,29.2,0.6611300468444824,33.101154883941014,0.018,0.8814,,5,1.0
excel,1000,cassandra,C,multi,patients,2,5000,8.46175814002927,9.772279997923762,117.33286239988642,29.4,0.6611300468444824,33.101154883941014,0.018,0.8814,,5,1.0
excel,1000,cassandra,C,multi,lab_orders,0,5000,2.395517279976048,2.963000004456263,410.03460970945616,33.0,1.960594873428345,53.14976034126164,0.0,0.3352,,97,1.0
excel,1000,cassandra,C,multi,lab_orders,1,5000,2.337375539986533,2.9517700004362277,420.0687968511549,33.2,1.960594873428345,53.14976034126164,0.0,0.3352,,97,1.0
excel,1000,cassandra,C,multi,lab_orders,2,5000,2.345751179980289,2.925505002713181,418.5544168457584,32.2,1.960594873428345,53.14976034126164,0.0,0.3352,,97,1.0
excel,1000,cassandra,C,multi,billing,0,5000,4.955210499971872,5.798890003279667,199.8456264480039,29.3,0.3159906768798828,13.21923957709954,0.3124,0.3124,,4,1.0
excel,1000,cassandra,C,multi,billing,1,5000,4.960709440030041,5.7721049975953065,199.62697862473752,29.8,0.3159906768798828,13.21923957709954,0.3124,0.3124,,4,1.0
excel,1000,cassandra,C,multi,billing,2,5000,4.969836259962176,5.75274999573594,199.254108186342,29.5,0.3159906768798828,13.21923957709954,0.3124,0.3124,,4,1.0
excel,1000,cassandra,C,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,1000,cassandra,D,multi,patients,0,5000,7.997919220032054,9.218805002819863,124.13680233132058,28.5,0.4009329986572265,20.073728837433386,0.8814,0.8814,,5,0.5
excel,1000,cassandra,D,multi,patients,1,5000,8.017269739945187,9.105324998745346,123.84059996866624,28.2,0.4009329986572265,20.073728837433386,0.8814,0.8814,,5,0.5
excel,1000,cassandra,D,multi,patients,2,5000,8.036162699983105,9.150044998386877,123.55563585243968,27.9,0.4009329986572265,20.073728837433386,0.8814,0.8814,,5,0.5
excel,1000,cassandra,D,multi,lab_orders,0,5000,2.008567420061445,2.63130999810528,488.0940011256183,31.5,1.027188377380371,27.84604653567735,0.3984,0.3984,,97,0.5
excel,1000,cassandra,D,multi,lab_orders,1,5000,1.9603705799716409,2.587760000824346,499.82731466118514,33.4,1.027188377380371,27.84604653567735,0.3984,0.3984,,97,0.5
excel,1000,cassandra,D,multi,lab_orders,2,5000,1.9334418799873676,2.5118300047324738,506.7472843489238,32.3,1.027188377380371,27.84604653567735,0.3984,0.3984,,97,0.5
excel,1000,cassandra,D,multi,billing,0,5000,4.063251639978262,5.217735003316193,243.3686567687678,29.2,0.2326269531249999,9.731778974665868,1.0,1.0,,4,0.5
excel,1000,cassandra,D,multi,billing,1,5000,4.074648459983291,5.222899998625508,242.66774200181783,29.4,0.2326269531249999,9.731778974665868,1.0,1.0,,4,0.5
excel,1000,cassandra,D,multi,billing,2,5000,4.069921219964454,5.235704995357082,242.9334367970584,29.6,0.2326269531249999,9.731778974665868,1.0,1.0,,4,0.5
excel,1000,cassandra,D,multi,patients,0,5000,8.265304379956797,9.385100004510605,120.12894198558284,27.7,0.5297802066802979,26.52479154361577,0.9158,0.9158,,5,0.75
excel,1000,cassandra,D,multi,patients,1,5000,8.33471106003417,9.314604999235598,119.13043710926594,27.8,0.5297802066802979,26.52479154361577,0.9158,0.9158,,5,0.75
excel,1000,cassandra,D,multi,patients,2,5000,8.34769421996025,9.405304997198984,118.94036513972732,28.4,0.5297802066802979,26.52479154361577,0.9158,0.9158,,5,0.75
excel,1000,cassandra,D,multi,lab_orders,0,5000,2.134271600066859,2.608704999875045,459.8292690710566,30.7,1.4810239219665529,40.14907290589452,0.3288,0.3288,,97,0.75
excel,1000,cassandra,D,multi,lab_orders,1,5000,2.1053699800526373,2.6250099992466867,465.8982036090701,31.5,1.4810239219665529,40.14907290589452,0.3288,0.3288,,97,0.75
excel,1000,cassandra,D,multi,lab_orders,2,5000,2.1138317800490767,2.6971299968863605,463.9787154776152,32.0,1.4810239219665529,40.14907290589452,0.3288,0.3288,,97,0.75
excel,1000,cassandra,D,multi,billing,0,5000,4.340442220012482,5.273199997100164,227.9518850466967,28.3,0.264535026550293,11.066629962098544,1.0,1.0,,4,0.75
excel,1000,cassandra,D,multi,billing,1,5000,4.364852060130215,5.338660000052187,226.63052538309424,30.5,0.264535026550293,11.066629962098544,1.0,1.0,,4,0.75
excel,1000,cassandra,D,multi,billing,2,5000,4.352035359997535,5.328130000270903,227.2822307692541,28.8,0.264535026550293,11.066629962098544,1.0,1.0,,4,0.75
excel,1000,cassandra,D,multi,patients,0,5000,8.306483460043092,9.405519993742928,119.52944765842032,28.6,0.6541713953018189,32.75275232139455,0.018,0.018,,5,1.0
excel,1000,cassandra,D,multi,patients,1,5000,8.422892000009597,9.654655004123926,117.87182903032937,28.8,0.6541713953018189,32.75275232139455,0.018,0.018,,5,1.0
excel,1000,cassandra,D,multi,patients,2,5000,8.568353439992643,10.05213000244112,115.87331322232792,29.5,0.6541713953018189,32.75275232139455,0.018,0.018,,5,1.0
excel,1000,cassandra,D,multi,lab_orders,0,5000,2.31908254007285,2.8397199988830835,423.8170393369768,31.6,1.970733423233032,53.424606256463285,0.0,0.0,,97,1.0
excel,1000,cassandra,D,multi,lab_orders,1,5000,2.402950140053872,2.955224998004269,408.82721070839375,32.5,1.970733423233032,53.424606256463285,0.0,0.0,,97,1.0
excel,1000,cassandra,D,multi,lab_orders,2,5000,2.3077104800220694,2.86425999547646,425.6504594523873,30.2,1.970733423233032,53.424606256463285,0.0,0.0,,97,1.0
excel,1000,cassandra,D,multi,billing,0,5000,4.935181139956694,5.712034998214222,200.6666974435828,29.0,0.3127298355102539,13.082824655894674,0.3124,0.3124,,4,1.0
excel,1000,cassandra,D,multi,billing,1,5000,5.268639960043947,6.216930001028231,187.56110858143663,37.3,0.3127298355102539,13.082824655894674,0.3124,0.3124,,4,1.0
excel,1000,cassandra,D,multi,billing,2,5000,5.004880140007299,5.8641549989260975,197.79662002444468,30.6,0.3127298355102539,13.082824655894674,0.3124,0.3124,,4,1.0
excel,1000,cassandra,D,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0,
excel,10000,mongo,A,single,lab_orders,0,5000,3.3154021799942712,5.467919999864535,299.3912890080557,28.6,0.9594955444335938,1.0,1.0,,,5000,
excel,10000,mongo,A,single,lab_orders,1,5000,3.2708684400029595,5.44200500153238,302.6763844511543,29.2,0.9594955444335938,1.0,1.0,,,5000,
excel,10000,mongo,A,single,lab_orders,2,5000,3.296859199969913,5.4672199963533785,300.3516920081631,30.1,0.9594955444335938,1.0,1.0,,,5000,
excel,10000,mongo,B,single,lab_orders,0,5000,3.3061094800345017,5.410185005166569,295.6671376525184,28.6,2.504484176635742,2.61020928253938,0.911,,,153,
excel,10000,mongo,B,single,lab_orders,1,5000,3.320518400006404,5.520550001892844,294.4743022082076,28.9,2.504484176635742,2.61020928253938,0.911,,,153,
excel,10000,mongo,B,single,lab_orders,2,5000,3.3060697000604704,5.441905000407132,295.6767365765899,28.5,2.504484176635742,2.61020928253938,0.911,,,153,
excel,10000,mongo,C,single,lab_orders,0,5000,4.021270160010317,5.224359995554551,243.60256189409975,29.1,35.37351131439209,36.86678017381901,0.391,0.391,,153,0.5
excel,10000,mongo,C,single,lab_orders,1,5000,4.059412219928345,5.372800004261081,242.0023381878349,29.4,35.37351131439209,36.86678017381901,0.391,0.391,,153,0.5
excel,10000,mongo,C,single,lab_orders,2,5000,4.097883480020391,5.3742100066301655,239.79120823185707,30.0,35.37351131439209,36.86678017381901,0.391,0.391,,153,0.5
excel,10000,mongo,C,single,lab_orders,0,5000,4.535436819955066,5.51450500061037,216.86888794077967,29.7,52.39793682098389,54.60988029070553,0.3148,0.391,,153,0.75
excel,10000,mongo,C,single,lab_orders,1,5000,4.540958880010294,5.6021949982095975,216.53437145567145,30.5,52.39793682098389,54.60988029070553,0.3148,0.391,,153,0.75
excel,10000,mongo,C,single,lab_orders,2,5000,4.604708640044555,5.730199997924501,213.5641913263657,30.4,52.39793682098389,54.60988029070553,0.3148,0.391,,153,0.75
excel,10000,mongo,C,single,lab_orders,0,5000,5.058731560017622,6.13700000285462,194.66170334351025,30.0,69.32264232635498,72.2490507939537,0.0,0.22,,153,1.0
excel,10000,mongo,C,single,lab_orders,1,5000,5.035335599965765,6.072934995972901,195.5801300163458,29.1,69.32264232635498,72.2490507939537,0.0,0.22,,153,1.0
excel,10000,mongo,C,single,lab_orders,2,5000,5.084966919991712,6.204394999804208,193.6439472614485,30.5,69.32264232635498,72.2490507939537,0.0,0.22,,153,1.0
excel,10000,mongo,D,single,lab_orders,0,5000,4.063054459998966,5.313020001267432,241.7857346561865,29.7,31.37049865722656,32.69478304429761,0.391,0.391,,153,0.5
excel,10000,mongo,D,single,lab_orders,1,5000,4.056100479995076,5.267404995902325,242.1895962266097,30.2,31.37049865722656,32.69478304429761,0.391,0.391,,153,0.5
excel,10000,mongo,D,single,lab_orders,2,5000,4.082743160001701,5.279500001051929,240.6400872310717,29.4,31.37049865722656,32.69478304429761,0.391,0.391,,153,0.5
excel,10000,mongo,D,single,lab_orders,0,5000,4.527374619980401,5.5076699984056185,217.26161050170236,27.9,52.22116661071777,54.42564784555076,0.3148,0.3148,,153,0.75
excel,10000,mongo,D,single,lab_orders,1,5000,4.656694519950543,5.868105000990909,211.1426959938799,32.2,52.22116661071777,54.42564784555076,0.3148,0.3148,,153,0.75
excel,10000,mongo,D,single,lab_orders,2,5000,4.55234358003654,5.553965000945028,216.0848338340166,28.8,52.22116661071777,54.42564784555076,0.3148,0.3148,,153,0.75
excel,10000,mongo,D,single,lab_orders,0,5000,5.018533879972528,6.076919997576624,196.2405168045685,29.3,68.32839584350586,71.21283286817267,0.0,0.0,,153,1.0
excel,10000,mongo,D,single,lab_orders,1,5000,5.043307919995277,6.13060000287078,195.27793961874835,29.4,68.32839584350586,71.21283286817267,0.0,0.0,,153,1.0
excel,10000,mongo,D,single,lab_orders,2,5000,5.035580979987572,6.044615002247157,195.5542378850001,30.3,68.32839584350586,71.21283286817267,0.0,0.0,,153,1.0
